'Elapsedtime','CO2','Rhum','Temp','TVOC'
'seconds','ppm','%','degC','ppb'
20190927102709,474.00,60.00,29.40,24.00
20190927102809,474.00,60.00,29.40,23.00
20190927102909,475.00,60.00,29.40,25.00
20190927103009,480.00,59.00,29.40,25.00
20190927103109,483.00,59.00,29.40,23.00
20190927103209,497.00,58.00,29.40,25.00
20190927103309,504.00,59.00,29.40,25.00
20190927103409,504.00,59.00,29.40,24.00
20190927103509,502.00,59.00,29.50,25.00
20190927103609,502.00,59.00,29.50,25.00
20190927103710,495.00,59.00,29.40,25.00
20190927103810,494.00,60.00,29.40,25.00
20190927103910,489.00,59.00,29.50,25.00
20190927104010,480.00,59.00,29.40,23.00
20190927104110,473.00,60.00,29.40,23.00
20190927104210,477.00,60.00,29.40,25.00
20190927104310,485.00,60.00,29.40,23.00
20190927104410,477.00,60.00,29.30,46.00
20190927104510,484.00,60.00,29.30,110.00
20190927104610,495.00,60.00,29.40,100.00
20190927104710,497.00,61.00,29.30,76.00
20190927104810,501.00,61.00,29.30,63.00
20190927104910,503.00,62.00,29.30,58.00
20190927105010,500.00,62.00,29.30,51.00
20190927105110,496.00,61.00,29.40,53.00
20190927105210,500.00,61.00,29.30,122.00
20190927105310,503.00,59.00,29.20,507.00
20190927105411,513.00,63.00,29.20,225.00
20190927105511,515.00,63.00,29.30,189.00
20190927105611,507.00,63.00,29.30,165.00
20190927105711,517.00,62.00,29.30,155.00
20190927105811,520.00,61.00,29.40,141.00
20190927105911,527.00,62.00,29.40,126.00
20190927110011,527.00,61.00,29.30,135.00
20190927110111,526.00,63.00,29.20,130.00
20190927110211,521.00,63.00,29.20,122.00
20190927110311,520.00,62.00,29.20,114.00
20190927110411,514.00,61.00,29.10,104.00
20190927110511,509.00,62.00,28.90,81.00
20190927110611,508.00,63.00,28.70,89.00
20190927110711,508.00,64.00,28.90,93.00
20190927110811,502.00,67.00,28.80,167.00
20190927110911,537.00,67.00,28.60,378.00
20190927111012,529.00,66.00,28.50,349.00
20190927111112,529.00,66.00,28.20,294.00
20190927111212,508.00,65.00,27.90,355.00
20190927111312,498.00,65.00,27.60,392.00
20190927111412,544.00,65.00,27.40,366.00
20190927111512,531.00,64.00,27.10,349.00
20190927111612,524.00,64.00,26.90,328.00
20190927111712,526.00,64.00,26.80,294.00
20190927111812,526.00,64.00,26.60,281.00
20190927111912,517.00,63.00,26.60,272.00
20190927112012,520.00,63.00,26.60,272.00
20190927112112,522.00,63.00,26.50,289.00
20190927112212,522.00,63.00,26.30,248.00
20190927112312,530.00,64.00,26.20,225.00
20190927112412,528.00,64.00,26.30,218.00
20190927112513,517.00,63.00,26.30,209.00
20190927112612,515.00,63.00,26.40,261.00
20190927112713,517.00,62.00,26.30,281.00
20190927112813,524.00,62.00,26.60,285.00
20190927112913,534.00,64.00,26.90,400.00
20190927113013,540.00,63.00,26.90,298.00
20190927113113,544.00,65.00,27.00,333.00
20190927113213,547.00,64.00,27.10,338.00
20190927113351,547.00,63.00,27.20,269.00
20190927113451,546.00,62.00,27.60,238.00
20190927113551,552.00,62.00,27.70,248.00
20190927113651,553.00,60.00,27.80,167.00
20190927113751,547.00,62.00,27.90,177.00
20190927113851,547.00,61.00,27.80,126.00
20190927113951,546.00,64.00,27.80,149.00
20190927114051,541.00,62.00,27.90,147.00
20190927114151,545.00,61.00,28.00,134.00
20190927114251,541.00,61.00,27.90,128.00
20190927114351,535.00,61.00,27.90,125.00
20190927114451,541.00,60.00,27.90,86.00
20190927114552,536.00,62.00,28.20,86.00
20190927114652,535.00,62.00,28.30,89.00
20190927114752,533.00,63.00,28.20,82.00
20190927114852,539.00,63.00,28.20,60.00
20190927114952,533.00,64.00,28.10,40.00
20190927115052,507.00,65.00,28.00,42.00
20190927115152,500.00,65.00,27.90,58.00
20190927115252,500.00,64.00,27.90,76.00
20190927115352,495.00,62.00,28.10,74.00
20190927115452,494.00,62.00,28.00,83.00
20190927115552,499.00,60.00,27.90,73.00
20190927115652,500.00,61.00,27.90,86.00
20190927115752,499.00,59.00,27.90,90.00
20190927115852,505.00,59.00,27.90,76.00
20190927115952,503.00,59.00,27.80,54.00
20190927120052,506.00,61.00,27.80,58.00
20190927120152,503.00,60.00,27.70,47.00
20190927120252,500.00,61.00,27.90,46.00
20190927120353,500.00,63.00,28.00,44.00
20190927120453,507.00,60.00,27.90,40.00
20190927120553,509.00,60.00,27.90,36.00
20190927120653,512.00,61.00,27.90,35.00
20190927120753,509.00,62.00,27.90,35.00
20190927120853,502.00,61.00,28.20,34.00
20190927120953,504.00,61.00,28.20,32.00
20190927121053,510.00,62.00,28.10,25.00
20190927121153,511.00,64.00,28.00,28.00
20190927121253,514.00,63.00,27.90,30.00
20190927121353,517.00,63.00,27.90,38.00
20190927121453,518.00,63.00,27.90,38.00
20190927121553,530.00,63.00,27.90,42.00
20190927121653,531.00,61.00,27.90,53.00
20190927121753,536.00,60.00,27.80,50.00
20190927121853,543.00,59.00,27.80,39.00
20190927121954,534.00,60.00,27.80,45.00
20190927122054,536.00,59.00,27.80,38.00
20190927122154,531.00,59.00,27.90,43.00
20190927122254,528.00,58.00,27.90,42.00
20190927122354,526.00,57.00,27.80,42.00
20190927122454,523.00,57.00,27.90,39.00
20190927122554,522.00,57.00,27.90,35.00
20190927122654,520.00,58.00,27.90,23.00
20190927122754,517.00,62.00,28.10,22.00
20190927122854,506.00,61.00,28.10,26.00
20190927122954,515.00,59.00,28.10,20.00
20190927123054,501.00,60.00,28.10,26.00
20190927123154,505.00,59.00,28.10,26.00
20190927123254,510.00,60.00,28.20,24.00
20190927123354,501.00,59.00,28.20,24.00
20190927123454,500.00,60.00,28.20,21.00
20190927123554,500.00,61.00,28.20,12.00
20190927123655,502.00,62.00,28.20,9.00
20190927123755,502.00,63.00,28.10,16.00
20190927123855,503.00,62.00,28.10,22.00
20190927123955,506.00,60.00,28.20,17.00
20190927124055,513.00,59.00,28.20,20.00
20190927124155,513.00,58.00,28.20,25.00
20190927124255,518.00,59.00,28.10,24.00
20190927124355,519.00,58.00,28.20,23.00
20190927124455,529.00,57.00,28.20,19.00
20190927124555,534.00,58.00,28.20,21.00
20190927124655,529.00,59.00,28.20,20.00
20190927124755,529.00,59.00,28.20,15.00
20190927124855,532.00,58.00,28.30,19.00
20190927124955,521.00,59.00,28.40,21.00
20190927125055,512.00,56.00,28.30,20.00
20190927125155,522.00,58.00,28.30,17.00
20190927125255,520.00,55.00,28.20,12.00
20190927125356,521.00,58.00,28.10,15.00
20190927125456,520.00,57.00,28.20,13.00
20190927125556,523.00,57.00,28.20,14.00
20190927125656,522.00,58.00,28.20,14.00
20190927125756,517.00,56.00,28.20,13.00
20190927125856,515.00,56.00,28.10,15.00
20190927125956,512.00,56.00,28.20,17.00
20190927130056,513.00,56.00,28.30,15.00
20190927130156,521.00,54.00,28.50,12.00
20190927130256,512.00,55.00,28.50,11.00
20190927130356,518.00,56.00,28.60,12.00
20190927130456,516.00,55.00,28.30,12.00
20190927130557,515.00,55.00,28.30,12.00
20190927130656,505.00,54.00,28.20,12.00
20190927130756,507.00,54.00,28.20,12.00
20190927130856,504.00,55.00,28.20,12.00
20190927130956,513.00,57.00,28.40,7.00
20190927131057,509.00,55.00,28.50,8.00
20190927131157,511.00,55.00,28.30,10.00
20190927131257,518.00,54.00,28.30,7.00
20190927131357,511.00,54.00,28.20,7.00
20190927131457,513.00,54.00,28.20,7.00
20190927131557,511.00,55.00,28.30,3.00
20190927131657,503.00,55.00,28.30,5.00
20190927131757,501.00,55.00,28.20,5.00
20190927131857,501.00,54.00,28.20,2.00
20190927131957,502.00,59.00,28.20,9.00
20190927132057,496.00,58.00,28.60,7.00
20190927132157,492.00,59.00,28.60,2.00
20190927132257,500.00,57.00,28.60,10.00
20190927132357,507.00,55.00,28.50,7.00
20190927132457,505.00,55.00,28.60,9.00
20190927132557,503.00,54.00,28.50,15.00
20190927132657,507.00,54.00,28.40,9.00
20190927132758,508.00,57.00,28.30,7.00
20190927132858,509.00,56.00,28.40,5.00
20190927132958,509.00,55.00,28.30,3.00
20190927133058,512.00,55.00,28.30,8.00
20190927133158,502.00,54.00,28.20,7.00
20190927133258,506.00,54.00,28.20,10.00
20190927133358,506.00,54.00,28.20,11.00
20190927133458,505.00,54.00,28.20,12.00
20190927133558,513.00,54.00,28.30,14.00
20190927133658,515.00,54.00,28.20,16.00
20190927133758,520.00,53.00,28.30,14.00
20190927133858,522.00,53.00,28.20,10.00
20190927133958,518.00,54.00,28.20,5.00
20190927134058,515.00,54.00,28.20,7.00
20190927134159,519.00,53.00,28.10,7.00
20190927134258,519.00,54.00,28.10,9.00
20190927134358,525.00,53.00,28.10,9.00
20190927134459,521.00,54.00,28.20,7.00
20190927134559,510.00,53.00,28.20,8.00
20190927134659,509.00,53.00,28.30,7.00
20190927134759,501.00,53.00,28.20,5.00
20190927134859,501.00,52.00,28.20,6.00
20190927134959,501.00,53.00,28.20,8.00
20190927135059,494.00,53.00,28.30,9.00
20190927135159,505.00,54.00,28.70,10.00
20190927135259,500.00,54.00,28.70,8.00
20190927135359,498.00,55.00,28.90,7.00
20190927135459,493.00,52.00,28.90,8.00
20190927135559,488.00,55.00,28.80,8.00
20190927135659,499.00,54.00,28.80,5.00
20190927135759,494.00,54.00,28.90,3.00
20190927135859,490.00,54.00,28.90,7.00
20190927135959,487.00,55.00,28.90,5.00
20190927140059,485.00,53.00,28.80,5.00
20190927140200,478.00,53.00,28.80,1.00
20190927140300,479.00,53.00,28.50,0.00
20190927140400,477.00,53.00,28.30,5.00
20190927140500,481.00,53.00,28.20,2.00
20190927140600,488.00,53.00,28.20,4.00
20190927140700,484.00,53.00,28.30,4.00
20190927140800,483.00,53.00,28.20,2.00
20190927140900,483.00,53.00,28.30,2.00
20190927141000,486.00,53.00,28.40,4.00
20190927141100,482.00,53.00,28.30,1.00
20190927141200,479.00,53.00,28.30,3.00
20190927141300,480.00,53.00,28.30,8.00
20190927141400,485.00,52.00,28.20,3.00
20190927141500,488.00,53.00,28.20,2.00
20190927141600,487.00,53.00,28.20,5.00
20190927141700,491.00,53.00,28.30,5.00
20190927141800,490.00,54.00,28.30,6.00
20190927141901,490.00,54.00,28.50,5.00
20190927142001,493.00,54.00,28.50,8.00
20190927142101,501.00,54.00,28.30,3.00
20190927142201,503.00,56.00,28.40,5.00
20190927142301,507.00,56.00,28.40,9.00
20190927142401,497.00,56.00,28.30,3.00
20190927142501,496.00,58.00,28.30,11.00
20190927142601,497.00,58.00,28.50,5.00
20190927142701,491.00,58.00,28.60,4.00
20190927142801,489.00,59.00,28.70,3.00
20190927142901,492.00,58.00,28.60,8.00
20190927143001,483.00,58.00,28.70,4.00
20190927143101,484.00,59.00,28.70,4.00
20190927143201,486.00,59.00,28.60,5.00
20190927143301,488.00,59.00,28.80,10.00
20190927143401,496.00,59.00,28.70,7.00
20190927143501,501.00,59.00,28.60,10.00
20190927143602,501.00,59.00,28.70,12.00
20190927143702,503.00,59.00,28.60,9.00
20190927143802,509.00,59.00,28.70,13.00
20190927143902,508.00,59.00,28.60,13.00
20190927144002,516.00,59.00,28.70,22.00
20190927144102,524.00,59.00,28.60,19.00
20190927144202,529.00,58.00,28.80,17.00
20190927144302,522.00,58.00,28.80,14.00
20190927144402,516.00,59.00,28.80,16.00
20190927144502,522.00,59.00,28.80,15.00
20190927144602,519.00,59.00,28.90,19.00
20190927144702,518.00,60.00,29.10,17.00
20190927144802,513.00,59.00,29.10,15.00
20190927144902,512.00,60.00,29.10,12.00
20190927145002,509.00,59.00,29.30,10.00
20190927145102,519.00,58.00,29.30,7.00
20190927145202,515.00,60.00,29.20,10.00
20190927145303,518.00,59.00,29.20,8.00
20190927145403,531.00,59.00,29.20,13.00
20190927145503,531.00,59.00,29.10,13.00
20190927145603,522.00,60.00,29.20,11.00
20190927145703,518.00,60.00,29.20,9.00
20190927145803,520.00,60.00,29.10,10.00
20190927145903,530.00,59.00,29.10,11.00
20190927150003,535.00,59.00,29.10,9.00
20190927150103,533.00,59.00,29.10,8.00
20190927150203,530.00,60.00,29.10,8.00
20190927150303,531.00,59.00,29.20,10.00
20190927150403,533.00,60.00,29.10,8.00
20190927150503,530.00,60.00,29.20,24.00
20190927150603,542.00,58.00,29.10,26.00
20190927150703,551.00,59.00,29.10,23.00
20190927150803,554.00,60.00,29.00,20.00
20190927150903,557.00,59.00,28.90,22.00
20190927151004,568.00,58.00,28.90,19.00
20190927151104,589.00,57.00,29.20,22.00
20190927151204,591.00,57.00,29.30,21.00
20190927151304,597.00,56.00,29.50,23.00
20190927151404,611.00,55.00,29.60,25.00
20190927151504,624.00,56.00,29.60,21.00
20190927151604,621.00,57.00,29.40,20.00
20190927151704,616.00,57.00,29.30,24.00
20190927151804,614.00,57.00,29.30,23.00
20190927151904,618.00,58.00,29.30,25.00
20190927152004,616.00,58.00,29.40,22.00
20190927152104,604.00,57.00,29.60,15.00
20190927152204,595.00,57.00,29.40,10.00
20190927152304,582.00,57.00,29.40,6.00
20190927152404,566.00,58.00,29.30,5.00
20190927152505,552.00,59.00,29.30,3.00
20190927152604,542.00,59.00,29.30,10.00
20190927152705,534.00,58.00,29.40,9.00
20190927152805,515.00,58.00,29.40,8.00
20190927152905,512.00,58.00,29.40,15.00
20190927153005,522.00,58.00,29.40,15.00
20190927153105,533.00,57.00,29.40,18.00
20190927153205,539.00,58.00,29.30,16.00
20190927153305,538.00,57.00,29.30,13.00
20190927153405,532.00,58.00,29.30,14.00
20190927153505,524.00,58.00,29.40,12.00
20190927153605,524.00,58.00,29.40,12.00
20190927153705,521.00,58.00,29.40,0.00
20190927153805,519.00,58.00,29.50,6.00
20190927153905,515.00,59.00,29.40,15.00
20190927154005,521.00,59.00,29.50,11.00
20190927154105,526.00,58.00,29.50,11.00
20190927154205,523.00,58.00,29.50,11.00
20190927154305,519.00,58.00,29.60,12.00
20190927154406,524.00,57.00,29.60,14.00
20190927154506,528.00,58.00,29.50,15.00
20190927154606,522.00,58.00,29.50,14.00
20190927154706,525.00,58.00,29.40,20.00
20190927154806,529.00,58.00,29.40,21.00
20190927154906,525.00,58.00,29.40,18.00
20190927155006,536.00,58.00,29.40,23.00
20190927155106,533.00,58.00,29.30,21.00
20190927155206,533.00,58.00,29.50,22.00
20190927155306,536.00,57.00,29.40,21.00
20190927155406,538.00,58.00,29.40,19.00
20190927155506,528.00,57.00,29.60,16.00
20190927155606,525.00,58.00,29.60,17.00
20190927155706,523.00,57.00,29.60,21.00
20190927155806,529.00,58.00,29.40,15.00
20190927155906,520.00,58.00,29.30,26.00
20190927160006,515.00,58.00,29.30,15.00
20190927160106,522.00,57.00,29.40,17.00
20190927160207,528.00,57.00,29.40,17.00
20190927160307,532.00,57.00,29.40,20.00
20190927160407,535.00,58.00,29.40,21.00
20190927160507,534.00,58.00,29.50,25.00
20190927160607,529.00,57.00,29.50,23.00
20190927160707,537.00,57.00,29.60,23.00
20190927160807,540.00,57.00,29.50,28.00
20190927160907,538.00,58.00,29.60,23.00
20190927161007,536.00,57.00,29.70,21.00
20190927161107,536.00,57.00,29.70,33.00
20190927161207,544.00,56.00,29.80,34.00
20190927161307,551.00,56.00,29.70,30.00
20190927161407,552.00,56.00,29.70,31.00
20190927161507,555.00,55.00,29.80,33.00
20190927161607,557.00,55.00,29.70,30.00
20190927161707,554.00,56.00,29.70,30.00
20190927161808,560.00,56.00,29.70,26.00
20190927161908,555.00,56.00,29.70,30.00
20190927162008,559.00,55.00,29.60,30.00
20190927162108,569.00,54.00,29.70,30.00
20190927162208,569.00,54.00,29.70,28.00
20190927162308,570.00,55.00,29.40,29.00
20190927162408,572.00,55.00,29.40,27.00
20190927162508,572.00,56.00,29.30,32.00
20190927162608,576.00,55.00,29.40,32.00
20190927162708,576.00,55.00,29.50,29.00
20190927162808,572.00,54.00,29.60,29.00
20190927162908,574.00,54.00,29.50,27.00
20190927163008,576.00,53.00,29.50,27.00
20190927163108,577.00,54.00,29.40,26.00
20190927163208,577.00,54.00,29.30,26.00
20190927163308,579.00,55.00,29.30,23.00
20190927163408,580.00,55.00,29.20,30.00
20190927163508,589.00,54.00,29.30,30.00
20190927163609,599.00,54.00,29.50,24.00
20190927163709,590.00,53.00,29.60,32.00
20190927163809,590.00,54.00,29.70,32.00
20190927163909,599.00,53.00,29.80,33.00
20190927164009,597.00,53.00,29.80,30.00
20190927164109,602.00,53.00,29.90,26.00
20190927164209,564.00,54.00,29.80,21.00
20190927164309,559.00,54.00,29.70,25.00
20190927164409,567.00,55.00,29.60,27.00
20190927164509,560.00,56.00,29.60,27.00
20190927164609,551.00,56.00,29.60,24.00
20190927164709,547.00,56.00,29.60,23.00
20190927164809,534.00,55.00,29.70,21.00
20190927164909,518.00,56.00,29.60,18.00
20190927165009,515.00,56.00,29.50,15.00
20190927165109,526.00,56.00,29.50,17.00
20190927165210,527.00,55.00,29.60,20.00
20190927165310,529.00,55.00,29.60,26.00
20190927165410,527.00,54.00,29.70,23.00
20190927165510,536.00,55.00,29.60,21.00
20190927165610,537.00,55.00,29.60,25.00
20190927165710,546.00,55.00,29.70,23.00
20190927165810,546.00,55.00,29.70,25.00
20190927165910,551.00,56.00,29.60,30.00
20190927170010,551.00,56.00,29.70,31.00
20190927170110,544.00,55.00,29.60,29.00
20190927170210,543.00,56.00,29.60,29.00
20190927170310,542.00,55.00,29.80,23.00
20190927170410,539.00,54.00,29.70,22.00
20190927170510,534.00,54.00,29.60,21.00
20190927170610,534.00,53.00,29.60,25.00
20190927170716,534.00,53.00,29.60,27.00
20190927170810,534.00,54.00,29.60,29.00
20190927170910,537.00,54.00,29.70,25.00
20190927171011,537.00,54.00,29.80,27.00
20190927171111,535.00,54.00,29.70,26.00
20190927171211,540.00,54.00,29.70,27.00
20190927171311,555.00,55.00,29.60,25.00
20190927171411,548.00,55.00,29.60,26.00
20190927171511,542.00,54.00,29.60,25.00
20190927171611,543.00,54.00,29.60,23.00
20190927171711,537.00,54.00,29.60,27.00
20190927171811,531.00,53.00,29.50,28.00
20190927171911,529.00,54.00,29.40,24.00
20190927172011,534.00,54.00,29.30,25.00
20190927172111,542.00,54.00,29.30,28.00
20190927172211,553.00,54.00,29.40,29.00
20190927172311,567.00,53.00,29.60,28.00
20190927172411,562.00,53.00,29.60,26.00
20190927172511,552.00,52.00,29.70,27.00
20190927172611,561.00,52.00,29.80,26.00
20190927172712,558.00,52.00,29.70,22.00
20190927172812,555.00,51.00,29.60,20.00
20190927172912,555.00,51.00,29.60,23.00
20190927173012,552.00,51.00,29.50,24.00
20190927173112,558.00,51.00,29.40,22.00
20190927173212,564.00,51.00,29.30,26.00
20190927173312,567.00,51.00,29.30,26.00
20190927173412,576.00,51.00,29.30,27.00
20190927173512,579.00,51.00,29.30,27.00
20190927173612,588.00,51.00,29.40,28.00
20190927173712,598.00,50.00,29.40,28.00
20190927173812,603.00,51.00,29.60,28.00
20190927173912,596.00,49.00,29.90,27.00
20190927174012,592.00,47.00,30.10,27.00
20190927174112,595.00,47.00,30.30,26.00
20190927174212,602.00,46.00,30.30,26.00
20190927174312,611.00,45.00,30.10,26.00
20190927174413,612.00,45.00,30.00,26.00
20190927174513,613.00,45.00,29.90,26.00
20190927174613,630.00,44.00,29.80,27.00
20190927174713,647.00,44.00,29.80,27.00
20190927174813,663.00,44.00,29.80,28.00
20190927174913,682.00,44.00,29.60,27.00
20190927175013,687.00,43.00,29.70,27.00
20190927175113,698.00,43.00,29.60,27.00
20190927175213,716.00,43.00,29.50,28.00
20190927175313,726.00,43.00,29.30,27.00
20190927175413,742.00,42.00,29.30,28.00
20190927175513,766.00,42.00,29.20,29.00
20190927175613,780.00,43.00,29.20,30.00
20190927175713,799.00,42.00,29.10,30.00
20190927175813,811.00,41.00,28.90,31.00
20190927175913,822.00,41.00,28.90,31.00
20190927180013,824.00,41.00,28.80,32.00
20190927180114,842.00,41.00,28.60,33.00
20190927180214,865.00,41.00,28.60,34.00
20190927180314,870.00,42.00,28.50,34.00
20190927180414,879.00,41.00,28.50,35.00
20190927180514,888.00,41.00,28.50,34.00
20190927180614,905.00,41.00,28.50,36.00
20190927180714,913.00,41.00,28.30,35.00
20190927180814,923.00,40.00,28.30,36.00
20190927180914,931.00,41.00,28.20,36.00
20190927181014,940.00,41.00,28.10,37.00
20190927181114,949.00,41.00,28.10,34.00
20190927181214,946.00,40.00,28.00,36.00
20190927181314,953.00,41.00,28.00,36.00
20190927181414,960.00,40.00,28.00,37.00
20190927181514,972.00,39.00,27.90,37.00
20190927181614,964.00,39.00,27.90,34.00
20190927181714,968.00,39.00,27.80,36.00
20190927181814,972.00,40.00,27.90,37.00
20190927181915,966.00,39.00,27.80,37.00
20190927182015,978.00,40.00,27.70,39.00
20190927182115,988.00,40.00,27.70,38.00
20190927182215,990.00,40.00,27.90,36.00
20190927182315,990.00,39.00,27.80,35.00
20190927182415,989.00,39.00,27.80,35.00
20190927182515,983.00,40.00,27.80,36.00
20190927182615,964.00,40.00,27.90,36.00
20190927182715,957.00,39.00,27.90,35.00
20190927182815,962.00,40.00,28.10,36.00
20190927182915,962.00,40.00,28.10,36.00
20190927183015,976.00,39.00,27.90,35.00
20190927183115,974.00,39.00,27.80,34.00
20190927183215,971.00,40.00,27.80,36.00
20190927183315,969.00,40.00,27.90,35.00
20190927183415,966.00,40.00,27.90,35.00
20190927183515,957.00,40.00,27.90,34.00
20190927183616,946.00,40.00,27.90,36.00
20190927183716,945.00,41.00,28.10,36.00
20190927183816,948.00,41.00,28.10,37.00
20190927183916,934.00,41.00,28.20,37.00
20190927184016,941.00,41.00,28.10,37.00
20190927184116,938.00,41.00,28.20,37.00
20190927184216,936.00,41.00,28.20,39.00
20190927184316,942.00,41.00,28.30,39.00
20190927184416,936.00,41.00,28.30,37.00
20190927184516,943.00,40.00,28.30,38.00
20190927184616,933.00,41.00,28.20,37.00
20190927184716,928.00,41.00,28.30,37.00
20190927184816,923.00,41.00,28.60,38.00
20190927184916,939.00,41.00,28.30,38.00
20190927185016,941.00,41.00,28.30,39.00
20190927185117,937.00,41.00,28.50,38.00
20190927185216,942.00,41.00,28.30,38.00
20190927185317,947.00,41.00,28.50,37.00
20190927185417,946.00,41.00,28.70,35.00
20190927185517,948.00,41.00,28.40,35.00
20190927185617,937.00,41.00,28.60,34.00
20190927185717,929.00,41.00,28.50,34.00
20190927185817,907.00,41.00,28.60,36.00
20190927185917,908.00,41.00,28.60,35.00
20190927190017,910.00,41.00,28.60,34.00
20190927190117,915.00,40.00,28.60,35.00
20190927190217,911.00,40.00,28.60,33.00
20190927190317,905.00,40.00,28.50,33.00
20190927190417,904.00,40.00,28.30,33.00
20190927190517,903.00,40.00,28.30,33.00
20190927190617,917.00,40.00,28.30,33.00
20190927190717,907.00,40.00,28.30,33.00
20190927190817,906.00,40.00,28.30,35.00
20190927190917,918.00,40.00,28.20,37.00
20190927191018,921.00,40.00,28.60,36.00
20190927191118,928.00,39.00,28.60,34.00
20190927191218,935.00,39.00,28.50,33.00
20190927191318,934.00,39.00,28.60,34.00
20190927191418,939.00,39.00,28.50,33.00
20190927191518,938.00,39.00,28.50,33.00
20190927191618,932.00,39.00,28.20,32.00
20190927191718,925.00,40.00,28.30,35.00
20190927191818,927.00,40.00,28.30,35.00
20190927191918,920.00,40.00,28.50,36.00
20190927192018,922.00,40.00,28.60,35.00
20190927192118,917.00,39.00,28.70,34.00
20190927192218,920.00,40.00,28.70,37.00
20190927192318,908.00,40.00,28.70,36.00
20190927192418,905.00,40.00,28.70,38.00
20190927192518,913.00,40.00,28.90,36.00
20190927192618,922.00,39.00,28.80,36.00
20190927192719,917.00,40.00,28.60,34.00
20190927192819,915.00,40.00,28.50,31.00
20190927192919,898.00,41.00,28.50,34.00
20190927193019,887.00,42.00,28.50,34.00
20190927193119,884.00,42.00,28.80,34.00
20190927193219,885.00,41.00,28.70,34.00
20190927193319,882.00,41.00,28.60,34.00
20190927193419,878.00,41.00,28.80,28.00
20190927193519,864.00,41.00,28.80,28.00
20190927193619,858.00,41.00,28.80,27.00
20190927193719,830.00,41.00,28.60,29.00
20190927193819,823.00,42.00,28.60,29.00
20190927193919,811.00,41.00,28.70,29.00
20190927194019,809.00,42.00,28.70,30.00
20190927194119,802.00,41.00,28.90,30.00
20190927194219,796.00,42.00,28.80,29.00
20190927194319,788.00,41.00,28.80,27.00
20190927194420,780.00,41.00,28.70,29.00
20190927194520,774.00,41.00,28.70,29.00
20190927194620,767.00,41.00,28.80,29.00
20190927194720,766.00,40.00,28.80,29.00
20190927194820,759.00,41.00,28.80,28.00
20190927194920,754.00,41.00,28.70,28.00
20190927195020,739.00,41.00,28.60,30.00
20190927195120,723.00,42.00,28.60,29.00
20190927195220,719.00,41.00,28.90,30.00
20190927195320,723.00,42.00,29.00,29.00
20190927195420,722.00,41.00,28.90,28.00
20190927195520,725.00,40.00,28.80,28.00
20190927195620,715.00,41.00,28.60,28.00
20190927195720,708.00,41.00,28.60,27.00
20190927195820,701.00,40.00,28.60,28.00
20190927195920,701.00,41.00,28.60,27.00
20190927200020,702.00,41.00,28.60,27.00
20190927200120,694.00,41.00,28.60,29.00
20190927200221,684.00,41.00,28.70,27.00
20190927200321,690.00,40.00,28.70,28.00
20190927200421,686.00,41.00,28.60,28.00
20190927200521,690.00,40.00,28.80,28.00
20190927200621,688.00,40.00,28.80,28.00
20190927200721,683.00,39.00,28.90,29.00
20190927200821,666.00,40.00,29.10,28.00
20190927200921,652.00,39.00,28.90,27.00
20190927201021,651.00,39.00,28.80,27.00
20190927201121,651.00,40.00,28.70,25.00
20190927201221,647.00,40.00,28.60,27.00
20190927201321,645.00,41.00,28.50,27.00
20190927201421,643.00,41.00,28.80,28.00
20190927201521,632.00,40.00,28.80,27.00
20190927201621,626.00,40.00,28.80,26.00
20190927201721,620.00,40.00,28.80,27.00
20190927201821,628.00,40.00,28.70,27.00
20190927201922,616.00,40.00,28.80,27.00
20190927202022,607.00,40.00,28.60,26.00
20190927202122,604.00,40.00,28.60,26.00
20190927202222,606.00,41.00,28.50,26.00
20190927202322,611.00,41.00,28.50,26.00
20190927202422,602.00,42.00,28.60,26.00
20190927202522,599.00,42.00,28.60,27.00
20190927202622,587.00,41.00,28.70,26.00
20190927202722,578.00,41.00,28.60,25.00
20190927202822,571.00,41.00,28.50,25.00
20190927202922,577.00,41.00,28.20,27.00
20190927203022,571.00,41.00,28.50,27.00
20190927203122,579.00,40.00,28.60,26.00
20190927203222,576.00,40.00,28.80,25.00
20190927203322,569.00,41.00,28.60,27.00
20190927203422,562.00,41.00,28.70,27.00
20190927203522,562.00,42.00,28.60,27.00
20190927203623,565.00,41.00,28.60,27.00
20190927203723,563.00,41.00,28.80,27.00
20190927203823,562.00,41.00,28.70,27.00
20190927203923,556.00,40.00,28.90,27.00
20190927204023,558.00,40.00,28.90,27.00
20190927204123,549.00,40.00,28.70,25.00
20190927204223,549.00,40.00,28.80,25.00
20190927204323,548.00,40.00,28.60,26.00
20190927204423,552.00,41.00,28.60,26.00
20190927204523,547.00,41.00,28.50,25.00
20190927204623,552.00,41.00,28.60,27.00
20190927204723,552.00,40.00,28.60,27.00
20190927204823,555.00,38.00,28.40,27.00
20190927204923,548.00,38.00,28.20,27.00
20190927205023,543.00,38.00,28.20,27.00
20190927205123,539.00,38.00,28.30,27.00
20190927205223,548.00,39.00,28.10,26.00
20190927205324,550.00,39.00,28.10,26.00
20190927205424,549.00,39.00,28.00,26.00
20190927205524,547.00,39.00,27.90,26.00
20190927205624,544.00,39.00,27.80,25.00
20190927205724,535.00,39.00,27.90,24.00
20190927205824,542.00,39.00,27.90,26.00
20190927205924,539.00,39.00,27.90,26.00
20190927210024,536.00,39.00,27.90,26.00
20190927210124,541.00,39.00,27.90,26.00
